"","confCase","confCaseRate","createDt","criticalRate","death","deathRate","gubun","seq","updateDt"
"296",14304,53.36,"2020-11-03 14:14:40.994",1.56,223,"47.25","여성",4415,"null"
"297",12503,46.64,"2020-11-03 14:14:40.994",1.99,249,"52.75","남성",4414,"null"
"298",704,2.63,"2020-11-02 14:28:25.52",0,0,"0.00","0-9",4402,"null"
"299",1480,5.54,"2020-11-02 14:28:25.52",0,0,"0.00","10-19",4401,"null"
"300",5201,19.46,"2020-11-02 14:28:25.52",0,0,"0.00","20-29",4400,"null"
"301",3317,12.41,"2020-11-02 14:28:25.519",0.06,2,"0.43","30-39",4399,"null"
"302",3607,13.49,"2020-11-02 14:28:25.519",0.11,4,"0.85","40-49",4398,"null"
"303",4894,18.31,"2020-11-02 14:28:25.519",0.43,21,"4.49","50-59",4397,"null"
"304",4242,15.87,"2020-11-02 14:28:25.519",1.25,53,"11.32","60-69",4396,"null"
"305",2130,7.97,"2020-11-02 14:28:25.519",7.14,152,"32.48","70-79",4395,"null"
"306",1157,4.33,"2020-11-02 14:28:25.519",20.4,236,"50.43","80 이상",4394,"null"
"307",14272,53.39,"2020-11-02 14:28:25.519",1.53,219,"46.79","여성",4393,"null"
"308",12460,46.61,"2020-11-02 14:28:25.518",2,249,"53.21","남성",4392,"null"
"309",697,2.62,"2020-11-01 17:33:00.218",0,0,"0.00","0-9",4380,"null"
"310",1471,5.52,"2020-11-01 17:33:00.218",0,0,"0.00","10-19",4379,"null"
"311",5192,19.49,"2020-11-01 17:33:00.218",0,0,"0.00","20-29",4378,"null"
"312",3304,12.4,"2020-11-01 17:33:00.218",0.06,2,"0.43","30-39",4377,"null"
"313",3588,13.47,"2020-11-01 17:33:00.217",0.11,4,"0.86","40-49",4376,"null"
"314",4884,18.34,"2020-11-01 17:33:00.217",0.43,21,"4.51","50-59",4375,"null"
"315",4224,15.86,"2020-11-01 17:33:00.217",1.25,53,"11.37","60-69",4374,"null"
"316",2122,7.97,"2020-11-01 17:33:00.217",7.16,152,"32.62","70-79",4373,"null"
"317",1153,4.33,"2020-11-01 17:33:00.217",20.29,234,"50.21","80 이상",4372,"null"
"318",14223,53.4,"2020-11-01 17:33:00.217",1.53,217,"46.57","여성",4371,"null"
"319",12412,46.6,"2020-11-01 17:33:00.217",2.01,249,"53.43","남성",4370,"null"
"320",692,2.61,"2020-10-31 14:21:29.642",0,0,"0.00","0-9",4358,"null"
"321",1457,5.5,"2020-10-31 14:21:29.642",0,0,"0.00","10-19",4357,"null"
"322",5168,19.49,"2020-10-31 14:21:29.642",0,0,"0.00","20-29",4356,"null"
"323",3285,12.39,"2020-10-31 14:21:29.642",0.06,2,"0.43","30-39",4355,"null"
"324",3563,13.44,"2020-10-31 14:21:29.642",0.11,4,"0.86","40-49",4354,"null"
"325",4871,18.37,"2020-10-31 14:21:29.641",0.43,21,"4.53","50-59",4353,"null"
"326",4209,15.88,"2020-10-31 14:21:29.641",1.26,53,"11.42","60-69",4352,"null"
"327",2116,7.98,"2020-10-31 14:21:29.641",7.18,152,"32.76","70-79",4351,"null"
"328",1150,4.34,"2020-10-31 14:21:29.641",20.17,232,"50.00","80 이상",4350,"null"
"329",14159,53.41,"2020-10-31 14:21:29.641",1.53,216,"46.55","여성",4349,"null"
"330",12352,46.59,"2020-10-31 14:21:29.641",2.01,248,"53.45","남성",4348,"null"
"331",685,2.6,"2020-10-30 14:10:38.514",0,0,"0.00","0-9",4336,"null"
"332",1452,5.5,"2020-10-30 14:10:38.514",0,0,"0.00","10-19",4335,"null"
"333",5147,19.51,"2020-10-30 14:10:38.514",0,0,"0.00","20-29",4334,"null"
"334",3263,12.37,"2020-10-30 14:10:38.513",0.06,2,"0.43","30-39",4333,"null"
"335",3545,13.44,"2020-10-30 14:10:38.513",0.11,4,"0.86","40-49",4332,"null"
"336",4845,18.36,"2020-10-30 14:10:38.513",0.43,21,"4.54","50-59",4331,"null"
"337",4202,15.93,"2020-10-30 14:10:38.513",1.26,53,"11.45","60-69",4330,"null"
"338",2106,7.98,"2020-10-30 14:10:38.513",7.22,152,"32.83","70-79",4329,"null"
"339",1140,4.32,"2020-10-30 14:10:38.513",20.26,231,"49.89","80 이상",4328,"null"
"340",14096,53.42,"2020-10-30 14:10:38.513",1.53,215,"46.44","여성",4327,"null"
"341",12289,46.58,"2020-10-30 14:10:38.512",2.02,248,"53.56","남성",4326,"null"
"342",677,2.58,"2020-10-29 14:11:07.108",0,0,"0.00","0-9",4314,"null"
"343",1443,5.49,"2020-10-29 14:11:07.108",0,0,"0.00","10-19",4313,"null"
"344",5131,19.53,"2020-10-29 14:11:07.108",0,0,"0.00","20-29",4312,"null"
"345",3247,12.36,"2020-10-29 14:11:07.108",0.06,2,"0.43","30-39",4311,"null"
"346",3526,13.42,"2020-10-29 14:11:07.108",0.11,4,"0.87","40-49",4310,"null"
"347",4829,18.38,"2020-10-29 14:11:07.108",0.43,21,"4.55","50-59",4309,"null"
"348",4182,15.92,"2020-10-29 14:11:07.107",1.27,53,"11.47","60-69",4308,"null"
"349",2100,7.99,"2020-10-29 14:11:07.107",7.19,151,"32.68","70-79",4307,"null"
"350",1136,4.32,"2020-10-29 14:11:07.107",20.33,231,"50.00","80 이상",4306,"null"
"351",14036,53.43,"2020-10-29 14:11:07.107",1.53,215,"46.54","여성",4305,"null"
"352",12235,46.57,"2020-10-29 14:11:07.107",2.02,247,"53.46","남성",4304,"null"
"353",666,2.55,"2020-10-28 14:21:30.207",0,0,"0.00","0-9",4292,"null"
"354",1435,5.49,"2020-10-28 14:21:30.206",0,0,"0.00","10-19",4291,"null"
"355",5118,19.57,"2020-10-28 14:21:30.206",0,0,"0.00","20-29",4290,"null"
"356",3224,12.33,"2020-10-28 14:21:30.206",0.06,2,"0.43","30-39",4289,"null"
"357",3512,13.43,"2020-10-28 14:21:30.206",0.11,4,"0.87","40-49",4288,"null"
"358",4812,18.4,"2020-10-28 14:21:30.206",0.44,21,"4.56","50-59",4287,"null"
"359",4157,15.9,"2020-10-28 14:21:30.206",1.27,53,"11.50","60-69",4286,"null"
"360",2090,7.99,"2020-10-28 14:21:30.206",7.18,150,"32.54","70-79",4285,"null"
"361",1132,4.33,"2020-10-28 14:21:30.206",20.41,231,"50.11","80 이상",4284,"null"
"362",13979,53.47,"2020-10-28 14:21:30.205",1.53,214,"46.42","여성",4283,"null"
"363",12167,46.53,"2020-10-28 14:21:30.205",2.03,247,"53.58","남성",4282,"null"
"364",662,2.54,"2020-10-27 14:08:51.288",0,0,"0.00","0-9",4270,"null"
"365",1429,5.49,"2020-10-27 14:08:51.288",0,0,"0.00","10-19",4269,"null"
"366",5098,19.58,"2020-10-27 14:08:51.288",0,0,"0.00","20-29",4268,"null"
"367",3209,12.32,"2020-10-27 14:08:51.288",0.06,2,"0.43","30-39",4267,"null"
"368",3495,13.42,"2020-10-27 14:08:51.288",0.11,4,"0.87","40-49",4266,"null"
"369",4792,18.4,"2020-10-27 14:08:51.287",0.44,21,"4.57","50-59",4265,"null"
"370",4148,15.93,"2020-10-27 14:08:51.287",1.28,53,"11.52","60-69",4264,"null"
"371",2083,8,"2020-10-27 14:08:51.287",7.15,149,"32.39","70-79",4263,"null"
"372",1127,4.33,"2020-10-27 14:08:51.287",20.5,231,"50.22","80 이상",4262,"null"
"373",13922,53.46,"2020-10-27 14:08:51.287",1.54,214,"46.52","여성",4261,"null"
"374",12121,46.54,"2020-10-27 14:08:51.287",2.03,246,"53.48","남성",4260,"null"
"375",660,2.54,"2020-10-26 14:21:24.951",0,0,"0.00","0-9",4248,"null"
"376",1422,5.48,"2020-10-26 14:21:24.951",0,0,"0.00","10-19",4247,"null"
"377",5086,19.6,"2020-10-26 14:21:24.951",0,0,"0.00","20-29",4246,"null"
"378",3200,12.33,"2020-10-26 14:21:24.95",0.06,2,"0.44","30-39",4245,"null"
"379",3481,13.41,"2020-10-26 14:21:24.95",0.11,4,"0.88","40-49",4244,"null"
"380",4769,18.37,"2020-10-26 14:21:24.95",0.44,21,"4.60","50-59",4243,"null"
"381",4135,15.93,"2020-10-26 14:21:24.95",1.28,53,"11.60","60-69",4242,"null"
"382",2079,8.01,"2020-10-26 14:21:24.95",7.07,147,"32.17","70-79",4241,"null"
"383",1123,4.33,"2020-10-26 14:21:24.95",20.48,230,"50.33","80 이상",4240,"null"
"384",13875,53.46,"2020-10-26 14:21:24.95",1.54,213,"46.61","여성",4239,"null"
"385",12080,46.54,"2020-10-26 14:21:24.95",2.02,244,"53.39","남성",4238,"null"
"386",654,2.53,"2020-10-25 14:12:54.03",0,0,"0.00","0-9",4226,"null"
"387",1417,5.48,"2020-10-25 14:12:54.03",0,0,"0.00","10-19",4225,"null"
"388",5065,19.6,"2020-10-25 14:12:54.03",0,0,"0.00","20-29",4224,"null"
"389",3175,12.29,"2020-10-25 14:12:54.03",0.06,2,"0.44","30-39",4223,"null"
"390",3459,13.39,"2020-10-25 14:12:54.03",0.12,4,"0.88","40-49",4222,"null"
"391",4747,18.37,"2020-10-25 14:12:54.03",0.44,21,"4.60","50-59",4221,"null"
"392",4124,15.96,"2020-10-25 14:12:54.029",1.29,53,"11.60","60-69",4220,"null"
"393",2076,8.04,"2020-10-25 14:12:54.029",7.08,147,"32.17","70-79",4219,"null"
"394",1119,4.33,"2020-10-25 14:12:54.029",20.55,230,"50.33","80 이상",4218,"null"
"395",13807,53.44,"2020-10-25 14:12:54.029",1.54,213,"46.61","여성",4217,"null"
"396",12029,46.56,"2020-10-25 14:12:54.029",2.03,244,"53.39","남성",4216,"null"
"397",649,2.52,"2020-10-24 14:20:40.206",0,0,"0.00","0-9",4204,"null"
"398",1410,5.47,"2020-10-24 14:20:40.206",0,0,"0.00","10-19",4203,"null"
"399",5055,19.61,"2020-10-24 14:20:40.206",0,0,"0.00","20-29",4202,"null"
"400",3167,12.29,"2020-10-24 14:20:40.206",0.06,2,"0.44","30-39",4201,"null"
"401",3448,13.38,"2020-10-24 14:20:40.205",0.12,4,"0.88","40-49",4200,"null"
"402",4738,18.38,"2020-10-24 14:20:40.205",0.44,21,"4.60","50-59",4199,"null"
"403",4118,15.98,"2020-10-24 14:20:40.205",1.29,53,"11.60","60-69",4198,"null"
"404",2075,8.05,"2020-10-24 14:20:40.205",7.08,147,"32.17","70-79",4197,"null"
"405",1115,4.33,"2020-10-24 14:20:40.205",20.63,230,"50.33","80 이상",4196,"null"
"406",13772,53.43,"2020-10-24 14:20:40.205",1.55,213,"46.61","여성",4195,"null"
"407",12003,46.57,"2020-10-24 14:20:40.205",2.03,244,"53.39","남성",4194,"null"
"408",642,2.5,"2020-10-23 14:22:53.893",0,0,"0.00","0-9",4182,"null"
"409",1403,5.46,"2020-10-23 14:22:53.893",0,0,"0.00","10-19",4181,"null"
"410",5043,19.62,"2020-10-23 14:22:53.892",0,0,"0.00","20-29",4180,"null"
"411",3163,12.31,"2020-10-23 14:22:53.892",0.06,2,"0.44","30-39",4179,"null"
"412",3439,13.38,"2020-10-23 14:22:53.892",0.12,4,"0.88","40-49",4178,"null"
"413",4724,18.38,"2020-10-23 14:22:53.892",0.44,21,"4.62","50-59",4177,"null"
"414",4104,15.97,"2020-10-23 14:22:53.892",1.27,52,"11.43","60-69",4176,"null"
"415",2070,8.06,"2020-10-23 14:22:53.892",7.1,147,"32.31","70-79",4175,"null"
"416",1110,4.32,"2020-10-23 14:22:53.892",20.63,229,"50.33","80 이상",4174,"null"
"417",13736,53.45,"2020-10-23 14:22:53.891",1.55,213,"46.81","여성",4173,"null"
"418",11962,46.55,"2020-10-23 14:22:53.891",2.02,242,"53.19","남성",4172,"null"
"419",640,2.51,"2020-10-22 14:09:11.481",0,0,"0.00","0-9",4160,"null"
"420",1392,5.45,"2020-10-22 14:09:11.481",0,0,"0.00","10-19",4159,"null"
"421",5033,19.7,"2020-10-22 14:09:11.481",0,0,"0.00","20-29",4158,"null"
"422",3145,12.31,"2020-10-22 14:09:11.481",0.06,2,"0.44","30-39",4157,"null"
"423",3418,13.38,"2020-10-22 14:09:11.481",0.12,4,"0.88","40-49",4156,"null"
"424",4698,18.39,"2020-10-22 14:09:11.481",0.45,21,"4.64","50-59",4155,"null"
"425",4078,15.97,"2020-10-22 14:09:11.48",1.23,50,"11.04","60-69",4154,"null"
"426",2057,8.05,"2020-10-22 14:09:11.48",7.15,147,"32.45","70-79",4153,"null"
"427",1082,4.24,"2020-10-22 14:09:11.48",21.16,229,"50.55","80 이상",4152,"null"
"428",13654,53.45,"2020-10-22 14:09:11.48",1.55,212,"46.80","여성",4151,"null"
"429",11889,46.55,"2020-10-22 14:09:11.48",2.03,241,"53.20","남성",4150,"null"
"430",638,2.51,"2020-10-21 14:10:54.38",0,0,"0.00","0-9",4138,"null"
"431",1390,5.47,"2020-10-21 14:10:54.379",0,0,"0.00","10-19",4137,"null"
"432",5015,19.73,"2020-10-21 14:10:54.379",0,0,"0.00","20-29",4136,"null"
"433",3135,12.33,"2020-10-21 14:10:54.379",0.06,2,"0.44","30-39",4135,"null"
"434",3400,13.37,"2020-10-21 14:10:54.379",0.12,4,"0.89","40-49",4134,"null"
"435",4674,18.38,"2020-10-21 14:10:54.379",0.45,21,"4.67","50-59",4133,"null"
"436",4052,15.94,"2020-10-21 14:10:54.379",1.21,49,"10.89","60-69",4132,"null"
"437",2046,8.05,"2020-10-21 14:10:54.379",7.18,147,"32.67","70-79",4131,"null"
"438",1074,4.22,"2020-10-21 14:10:54.379",21.14,227,"50.44","80 이상",4130,"null"
"439",13594,53.47,"2020-10-21 14:10:54.378",1.54,210,"46.67","여성",4129,"null"
"440",11830,46.53,"2020-10-21 14:10:54.378",2.03,240,"53.33","남성",4128,"null"
"441",637,2.51,"2020-10-20 14:15:45.197",0,0,"0.00","0-9",4116,"null"
"442",1386,5.47,"2020-10-20 14:15:45.197",0,0,"0.00","10-19",4115,"null"
"443",5003,19.75,"2020-10-20 14:15:45.197",0,0,"0.00","20-29",4114,"null"
"444",3123,12.33,"2020-10-20 14:15:45.197",0.06,2,"0.45","30-39",4113,"null"
"445",3382,13.35,"2020-10-20 14:15:45.197",0.12,4,"0.89","40-49",4112,"null"
"446",4659,18.39,"2020-10-20 14:15:45.197",0.45,21,"4.70","50-59",4111,"null"
"447",4038,15.94,"2020-10-20 14:15:45.197",1.21,49,"10.96","60-69",4110,"null"
"448",2041,8.06,"2020-10-20 14:15:45.196",7.15,146,"32.66","70-79",4109,"null"
"449",1064,4.2,"2020-10-20 14:15:45.196",21.15,225,"50.34","80 이상",4108,"null"
"450",13550,53.49,"2020-10-20 14:15:45.196",1.55,210,"46.98","여성",4107,"null"
"451",11783,46.51,"2020-10-20 14:15:45.196",2.01,237,"53.02","남성",4106,"null"
"452",634,2.51,"2020-10-19 14:22:32.405",0,0,"0.00","0-9",4094,"null"
"453",1383,5.47,"2020-10-19 14:22:32.405",0,0,"0.00","10-19",4093,"null"
"454",4992,19.75,"2020-10-19 14:22:32.405",0,0,"0.00","20-29",4092,"null"
"455",3116,12.33,"2020-10-19 14:22:32.404",0.06,2,"0.45","30-39",4091,"null"
"456",3370,13.33,"2020-10-19 14:22:32.404",0.12,4,"0.90","40-49",4090,"null"
"457",4650,18.4,"2020-10-19 14:22:32.404",0.45,21,"4.73","50-59",4089,"null"
"458",4029,15.94,"2020-10-19 14:22:32.404",1.17,47,"10.59","60-69",4088,"null"
"459",2038,8.06,"2020-10-19 14:22:32.404",7.16,146,"32.88","70-79",4087,"null"
"460",1063,4.21,"2020-10-19 14:22:32.404",21.07,224,"50.45","80 이상",4086,"null"
"461",13530,53.53,"2020-10-19 14:22:32.404",1.54,209,"47.07","여성",4085,"null"
"462",11745,46.47,"2020-10-19 14:22:32.404",2,235,"52.93","남성",4084,"null"
"463",632,2.51,"2020-10-18 14:12:52.596",0,0,"0.00","0-9",4072,"null"
"464",1380,5.48,"2020-10-18 14:12:52.596",0,0,"0.00","10-19",4071,"null"
"465",4979,19.76,"2020-10-18 14:12:52.596",0,0,"0.00","20-29",4070,"null"
"466",3109,12.34,"2020-10-18 14:12:52.596",0.06,2,"0.45","30-39",4069,"null"
"467",3355,13.31,"2020-10-18 14:12:52.596",0.12,4,"0.90","40-49",4068,"null"
"468",4637,18.4,"2020-10-18 14:12:52.596",0.45,21,"4.73","50-59",4067,"null"
"469",4022,15.96,"2020-10-18 14:12:52.596",1.17,47,"10.59","60-69",4066,"null"
"470",2031,8.06,"2020-10-18 14:12:52.596",7.19,146,"32.88","70-79",4065,"null"
"471",1054,4.18,"2020-10-18 14:12:52.595",21.25,224,"50.45","80 이상",4064,"null"
"472",13488,53.53,"2020-10-18 14:12:52.595",1.55,209,"47.07","여성",4063,"null"
"473",11711,46.47,"2020-10-18 14:12:52.595",2.01,235,"52.93","남성",4062,"null"
"474",630,2.51,"2020-10-17 15:26:31.848",0,0,"0.00","0-9",4050,"null"
"475",1376,5.48,"2020-10-17 15:26:31.848",0,0,"0.00","10-19",4049,"null"
"476",4967,19.78,"2020-10-17 15:26:31.848",0,0,"0.00","20-29",4048,"null"
"477",3095,12.33,"2020-10-17 15:26:31.848",0.06,2,"0.45","30-39",4047,"null"
"478",3342,13.31,"2020-10-17 15:26:31.848",0.12,4,"0.90","40-49",4046,"null"
"479",4615,18.38,"2020-10-17 15:26:31.848",0.46,21,"4.74","50-59",4045,"null"
"480",4007,15.96,"2020-10-17 15:26:31.848",1.17,47,"10.61","60-69",4044,"null"
"481",2023,8.06,"2020-10-17 15:26:31.847",7.17,145,"32.73","70-79",4043,"null"
"482",1053,4.19,"2020-10-17 15:26:31.847",21.27,224,"50.56","80 이상",4042,"null"
"483",13446,53.55,"2020-10-17 15:26:31.847",1.55,208,"46.95","여성",4041,"null"
"484",11662,46.45,"2020-10-17 15:26:31.847",2.02,235,"53.05","남성",4040,"null"
"485",628,2.51,"2020-10-16 14:19:02.331",0,0,"0.00","0-9",4028,"null"
"486",1374,5.49,"2020-10-16 14:19:02.331",0,0,"0.00","10-19",4027,"null"
"487",4962,19.82,"2020-10-16 14:19:02.331",0,0,"0.00","20-29",4026,"null"
"488",3079,12.3,"2020-10-16 14:19:02.331",0.06,2,"0.45","30-39",4025,"null"
"489",3336,13.33,"2020-10-16 14:19:02.33",0.12,4,"0.91","40-49",4024,"null"
"490",4596,18.36,"2020-10-16 14:19:02.33",0.46,21,"4.76","50-59",4023,"null"
"491",3990,15.94,"2020-10-16 14:19:02.33",1.18,47,"10.66","60-69",4022,"null"
"492",2021,8.07,"2020-10-16 14:19:02.33",7.13,144,"32.65","70-79",4021,"null"
"493",1049,4.19,"2020-10-16 14:19:02.33",21.26,223,"50.57","80 이상",4020,"null"
"494",13399,53.52,"2020-10-16 14:19:02.329",1.54,207,"46.94","여성",4019,"null"
"495",11636,46.48,"2020-10-16 14:19:02.328",2.01,234,"53.06","남성",4018,"null"
"496",628,2.51,"2020-10-15 14:14:05.304",0,0,"0.00","0-9",4006,"null"
"497",1372,5.49,"2020-10-15 14:14:05.304",0,0,"0.00","10-19",4005,"null"
"498",4955,19.83,"2020-10-15 14:14:05.304",0,0,"0.00","20-29",4004,"null"
"499",3070,12.29,"2020-10-15 14:14:05.303",0.07,2,"0.46","30-39",4003,"null"
"500",3326,13.31,"2020-10-15 14:14:05.303",0.12,4,"0.91","40-49",4002,"null"
"501",4588,18.36,"2020-10-15 14:14:05.303",0.46,21,"4.78","50-59",4001,"null"
"502",3983,15.94,"2020-10-15 14:14:05.303",1.18,47,"10.71","60-69",4000,"null"
"503",2019,8.08,"2020-10-15 14:14:05.303",7.08,143,"32.57","70-79",3999,"null"
"504",1047,4.19,"2020-10-15 14:14:05.303",21.2,222,"50.57","80 이상",3998,"null"
"505",13373,53.52,"2020-10-15 14:14:05.303",1.54,206,"46.92","여성",3997,"null"
"506",11615,46.48,"2020-10-15 14:14:05.302",2.01,233,"53.08","남성",3996,"null"
"507",623,2.5,"2020-10-14 14:13:30.104",0,0,"0.00","0-9",3984,"null"
"508",1369,5.5,"2020-10-14 14:13:30.104",0,0,"0.00","10-19",3983,"null"
"509",4942,19.86,"2020-10-14 14:13:30.104",0,0,"0.00","20-29",3982,"null"
"510",3060,12.29,"2020-10-14 14:13:30.104",0.07,2,"0.46","30-39",3981,"null"
"511",3318,13.33,"2020-10-14 14:13:30.104",0.12,4,"0.91","40-49",3980,"null"
"512",4583,18.41,"2020-10-14 14:13:30.104",0.46,21,"4.79","50-59",3979,"null"
"513",3970,15.95,"2020-10-14 14:13:30.104",1.18,47,"10.73","60-69",3978,"null"
"514",2008,8.07,"2020-10-14 14:13:30.104",7.12,143,"32.65","70-79",3977,"null"
"515",1016,4.08,"2020-10-14 14:13:30.103",21.75,221,"50.46","80 이상",3976,"null"
"516",13295,53.42,"2020-10-14 14:13:30.103",1.54,205,"46.80","여성",3975,"null"
"517",11594,46.58,"2020-10-14 14:13:30.102",2.01,233,"53.20","남성",3974,"null"
"518",619,2.5,"2020-10-13 14:23:02.918",0,0,"0.00","0-9",3962,"null"
"519",1362,5.49,"2020-10-13 14:23:02.918",0,0,"0.00","10-19",3961,"null"
"520",4912,19.8,"2020-10-13 14:23:02.918",0,0,"0.00","20-29",3960,"null"
"521",3049,12.29,"2020-10-13 14:23:02.918",0.07,2,"0.46","30-39",3959,"null"
"522",3307,13.33,"2020-10-13 14:23:02.917",0.12,4,"0.92","40-49",3958,"null"
"523",4574,18.44,"2020-10-13 14:23:02.917",0.46,21,"4.84","50-59",3957,"null"
"524",3962,15.97,"2020-10-13 14:23:02.917",1.19,47,"10.83","60-69",3956,"null"
"525",2006,8.09,"2020-10-13 14:23:02.917",7.08,142,"32.72","70-79",3955,"null"
"526",1014,4.09,"2020-10-13 14:23:02.917",21.5,218,"50.23","80 이상",3954,"null"
"527",13262,53.47,"2020-10-13 14:23:02.917",1.52,202,"46.54","여성",3953,"null"
"528",11543,46.53,"2020-10-13 14:23:02.916",2.01,232,"53.46","남성",3952,"null"
"529",614,2.49,"2020-10-12 15:06:02.108",0,0,"0.00","0-9",3951,"null"
"530",1355,5.49,"2020-10-12 15:06:02.108",0,0,"0.00","10-19",3950,"null"
"531",4891,19.8,"2020-10-12 15:06:02.107",0,0,"0.00","20-29",3949,"null"
"532",3033,12.28,"2020-10-12 15:06:02.107",0.07,2,"0.46","30-39",3948,"null"
"533",3287,13.31,"2020-10-12 15:06:02.107",0.12,4,"0.92","40-49",3947,"null"
"534",4561,18.46,"2020-10-12 15:06:02.107",0.44,20,"4.62","50-59",3946,"null"
"535",3950,15.99,"2020-10-12 15:06:02.107",1.19,47,"10.85","60-69",3945,"null"
"536",1999,8.09,"2020-10-12 15:06:02.107",7.1,142,"32.79","70-79",3944,"null"
"537",1013,4.1,"2020-10-12 15:06:02.107",21.52,218,"50.35","80 이상",3943,"null"
"538",13224,53.53,"2020-10-12 15:06:02.107",1.53,202,"46.65","여성",3942,"null"
"539",11479,46.47,"2020-10-12 15:06:02.106",2.01,231,"53.35","남성",3941,"null"
"540",606,2.46,"2020-10-11 14:18:46.892",0,0,"0.00","0-9",3918,"null"
"541",1353,5.5,"2020-10-11 14:18:46.891",0,0,"0.00","10-19",3917,"null"
"542",4872,19.8,"2020-10-11 14:18:46.891",0,0,"0.00","20-29",3916,"null"
"543",3014,12.25,"2020-10-11 14:18:46.891",0.07,2,"0.46","30-39",3915,"null"
"544",3271,13.29,"2020-10-11 14:18:46.891",0.12,4,"0.93","40-49",3914,"null"
"545",4549,18.49,"2020-10-11 14:18:46.891",0.44,20,"4.63","50-59",3913,"null"
"546",3939,16.01,"2020-10-11 14:18:46.891",1.17,46,"10.65","60-69",3912,"null"
"547",1991,8.09,"2020-10-11 14:18:46.891",7.13,142,"32.87","70-79",3911,"null"
"548",1011,4.11,"2020-10-11 14:18:46.891",21.56,218,"50.46","80 이상",3910,"null"
"549",13183,53.58,"2020-10-11 14:18:46.89",1.52,201,"46.53","여성",3909,"null"
"550",11423,46.42,"2020-10-11 14:18:46.89",2.02,231,"53.47","남성",3908,"null"
"551",602,2.45,"2020-10-10 14:04:08.732",0,0,"0.00","0-9",3896,"null"
"552",1353,5.51,"2020-10-10 14:04:08.731",0,0,"0.00","10-19",3895,"null"
"553",4861,19.8,"2020-10-10 14:04:08.731",0,0,"0.00","20-29",3894,"null"
"554",3000,12.22,"2020-10-10 14:04:08.731",0.07,2,"0.47","30-39",3893,"null"
"555",3263,13.29,"2020-10-10 14:04:08.731",0.12,4,"0.93","40-49",3892,"null"
"556",4543,18.51,"2020-10-10 14:04:08.731",0.44,20,"4.65","50-59",3891,"null"
"557",3933,16.02,"2020-10-10 14:04:08.731",1.17,46,"10.70","60-69",3890,"null"
"558",1985,8.09,"2020-10-10 14:04:08.731",7.15,142,"33.02","70-79",3889,"null"
"559",1008,4.11,"2020-10-10 14:04:08.731",21.43,216,"50.23","80 이상",3888,"null"
"560",13159,53.61,"2020-10-10 14:04:08.73",1.52,200,"46.51","여성",3887,"null"
"561",11389,46.39,"2020-10-10 14:04:08.73",2.02,230,"53.49","남성",3886,"null"
"562",600,2.46,"2020-10-08 15:02:38.886",0,0,"0.00","0-9",3874,"null"
"563",1339,5.48,"2020-10-08 15:02:38.886",0,0,"0.00","10-19",3873,"null"
"564",4842,19.83,"2020-10-08 15:02:38.886",0,0,"0.00","20-29",3872,"null"
"565",2986,12.23,"2020-10-08 15:02:38.886",0.07,2,"0.47","30-39",3871,"null"
"566",3251,13.31,"2020-10-08 15:02:38.886",0.12,4,"0.94","40-49",3870,"null"
"567",4527,18.54,"2020-10-08 15:02:38.886",0.44,20,"4.68","50-59",3869,"null"
"568",3901,15.97,"2020-10-08 15:02:38.886",1.18,46,"10.77","60-69",3868,"null"
"569",1974,8.08,"2020-10-08 15:02:38.886",7.14,141,"33.02","70-79",3867,"null"
"570",1002,4.1,"2020-10-08 15:02:38.885",21.36,214,"50.12","80 이상",3866,"null"
"571",13101,53.64,"2020-10-08 15:02:38.885",1.51,198,"46.37","여성",3865,"null"
"572",11321,46.36,"2020-10-08 15:02:38.885",2.02,229,"53.63","남성",3864,"null"
"573",594,2.44,"2020-10-07 14:37:21.512",0,0,"0.00","0-9",3852,"null"
"574",1334,5.48,"2020-10-07 14:37:21.512",0,0,"0.00","10-19",3851,"null"
"575",4836,19.86,"2020-10-07 14:37:21.512",0,0,"0.00","20-29",3850,"null"
"576",2979,12.23,"2020-10-07 14:37:21.512",0.07,2,"0.47","30-39",3849,"null"
"577",3242,13.31,"2020-10-07 14:37:21.512",0.12,4,"0.94","40-49",3848,"null"
"578",4515,18.54,"2020-10-07 14:37:21.512",0.42,19,"4.47","50-59",3847,"null"
"579",3890,15.97,"2020-10-07 14:37:21.511",1.18,46,"10.82","60-69",3846,"null"
"580",1964,8.06,"2020-10-07 14:37:21.511",7.18,141,"33.18","70-79",3845,"null"
"581",999,4.1,"2020-10-07 14:37:21.511",21.32,213,"50.12","80 이상",3844,"null"
"582",13071,53.67,"2020-10-07 14:37:21.511",1.51,198,"46.59","여성",3843,"null"
